Candidate,Entry,Experimental,Entry
PCSK1,Q08499,,
PCSK6,O76074,,
PCSK7,P16499,,
PCSK9,P35913,,
PCYT1A,P18545,,
PDAP1,P01127,,
PDC,P09619,,
PDCD1,P11177,,
PDE3B,Q13087,,
PDE4D,Q8N165,,
PDE5A,Q8N807,,
PDE6A,Q15119,,
PDE6B,Q16654,,
PDE6G,Q53GG5,,
PDGFB,Q96HC4,,
PDGFRB,Q86YH6,,
PDHB,Q15121,,
PDIA2,P16284,,
PDIK1L,Q9GZU2,,
PDILT,Q96FA3,,
PDK2,Q9BRX2,,
PDK4,Q9UBM1,,
PDLIM3,O15534,,
PDLIM5,O15055,,
PDSS2,P56645,,
PEA15,A0A1W2PR82,,
PECAM1,O00541,,
PEG3,O60683,,
PELI1,Q9Y5Y5,,
PELO,Q8IYB4,,
PEMT,Q9UHV9,,
PER1,O60825,,
PER2,Q16875,,
PER3,P08237,,
PERCC1,P20142,,
PES1,P49763,,
PEX10,P36871,,
PEX16,A6NDG6,,
PEX5L,P06401,,
PFDN2,P35232,,
PFKFB2,Q8IWS0,,
PFKFB3,O60346,,
PFKM,Q8TCT1,,
PGC,O14813,,
PGF,O75925,,
PGM1,Q13492,,
PGP,Q9H5I5,,
PGR,Q8TCI5,,
PHB1,O00443,,
PHF6,O75747,,
PHLPP1,Q8NEB9,,
PHOSPHO1,P42336,,
PHOX2A,P42338,,
PIAS1,O00329,,
PICALM,P48736,,
PIEZO2,P27986,,
PIFO,Q86V86,,
PIK3C2A,Q13526,,
PIK3C2G,Q9BXM7,,
PIK3C3,Q96BK5,,
PIK3CA,Q9UKF7,,
PIK3CB,Q9BZ72,,
PIK3CD,Q96J94,,
PIK3CG,Q7Z3Z4,,
PIK3R1,P98161,,
PIM3,Q15139,,
PIN1,P30613,,
PINK1,P14618,,
PINX1,P55347,,
PITPNC1,O15496,,
PITPNM2,P04054,,
PIWIL1,P14555,,
PIWIL4,P47712,,
PKD1,O60733,,
PRKD1,Q13093,,
PKLR,Q6DJT9,,
PKM,Q9UM63,,
PKNOX1,P00750,,
PLA2G10,Q01970,,
PLA2G1B,P51178,,
PLA2G2A,P19174,,
PLA2G4A,Q13393,,
PLA2G6,P08567,,
PLA2G7,O94827,,
PLAG1,P00747,,
PLAGL1,O60240,,
PLAT,Q99541,,
PLCB3,Q00G26,,
PLCD1,P53350,,
PLCG1,P26678,,
PLD1,P55058,,
PLEK,O75051,,
PLEKHG5,Q13794,,
PLG,P29590,,
PLIN1,O15305,,
PLIN2,P16233,,
PLIN5,Q96AD5,,
PLK1,Q9NST1,,
PLN,Q8IY17,,
PLTP,Q8NA72,,
PLXNA2,O00592,,
PMAIP1,Q9Y2S7,,
PML,O14802,,
PMM2,P01189,,
PNLIP,Q8WZA1,,
PNPLA2,P27169,,
PNPLA3,Q15165,,
PNPLA6,P16435,,
POC5,Q15063,,
PODXL,Q9BYX7,,
POLDIP2,A6NI47,,
POLR3A,P14859,,
POMC,P09086,,
POMGNT1,Q9UKI9,,
PON1,Q03052,,
PON2,Q01860,,
POR,Q03181,,
POSTN,Q86YN6,,
POTEKP,P62937,,
POTEM,Q13427,,
POU2F1,Q8IXY8,,
POU2F2,Q8N3J5,,
POU2F3,Q8WUF5,,
POU3F1,Q9UD71,,
POU5F1,P41236,,
PPARD,Q86XI6,,
PPARGC1B,Q9UQK1,,
PPIA,P67775,,
PPIG,Q9Y2T4,,
PPIL6,O43663,,
PPM1K,Q00LT1,,
PPP1R13L,Q9HAZ2,,
PPP1R1B,Q9NQX0,,
PPP1R2,Q06830,,
PPP1R3B,P32119,,
PPP1R3C,Q9HCU5,,
PPP2CA,Q8TCU6,,
PPP2R2C,P49643,,
PRC1,Q13131,,
PRCD,P54646,,
PRDM16,Q9Y478,,
PRDM6,O43741,,
PRDX1,Q9UGJ0,,
PRDX2,P10644,,
PREB,P17252,,
PREX1,Q05655,,
PRIM2,Q02156,,
PRKAA1,P41743,,
PRKAA2,Q05513,,
PRKAB1,Q13976,,
PRKAB2,O60260,,
PRKAG2,P01236,,
PRKAR1A,Q99873,,
PRKCA,Q9UNN8,,
PRKCD,Q9HC23,,
PRKCE,O43490,,
PRKCI,P07225,,
PRKCZ,O43395,,
PRKG1,Q8WWY3,,
PRKN,O43172,,
PRL,O94906,,
PRMT1,Q6P2Q9,,
PROCR,P23942,,
PROK2,Q6MZQ0,,
PROM1,P48634,,
PROS1,Q7Z6L0,,
PRPF3,P54821,,
PRPF31,Q6UWB4,,
PRPF4,P24158,,
PRPF6,Q9Y617,,
PRPF8,Q9NYI0,,
PRPH2,P49768,,
PRR5L,P11465,,
PRRC2A,P60900,,
PRRT2,O14818,,
PRRX1,P28072,,
PRSS55,Q13200,,
PRTN3,O43242,,
PSAT1,O00233,,
PSD3,P25105,,
PSEN1,P26599,,
PSG2,P60484,,
PSMA6,Q7RTS3,,
PSMA7,Q9Y5Y4,,
PSMB6,P41222,,
PSMD2,P43115,,
PSMD3,Q9H7Z7,,
PSMD9,Q9P2B2,,
PTAFR,P01270,,
PTBP1,Q03431,,
PTEN,Q14289,,
PTF1A,P06454,,
PTGDR2,P18433,,
PTGDS,Q15257,,
PTGER3,Q06124,,
PTGES2,P17706,,
PTGFRN,Q9Y2R2,,
PTH,Q9H3S7,,
PTH1R,P29074,,
PTK2B,P54829,,
PTMA,P29350,,
PTPRA,P43378,,
PTPA,P23467,,
PTPN11,P08575,,
PTPN2,P23468,,
PTPN22,P10586,,
PTPN23,Q16849,,
PTPN4,Q92932,,
PTPN5,Q13332,,
PTPN6,O14522,,
PTPN9,Q92729,,
PTPRB,O75364,,
PTPRC,P26022,,
PTPRD,Q9UJV8,,
PTPRF,P20472,,
PTPRN,Q9ULZ3,,
PTPRN2,P11216,,
PTPRS,P10082,,
PTPRT,Q9H0R6,,
PTPRU,Q9H3Y0,,
PITX3,P62491,,
PTX3,P61106,,
PURG,Q9NP72,,
PVALB,P51159,,
PYCARD,Q15042,,
PYGB,P20338,,
PYY,P61020,,
QRSL1,P63000,,
R3HDML,O60671,,
RAB11A,P15918,,
RAB14,Q7Z5J4,,
RAB18,Q9UKM9,,
RAB27A,O60895,,
RAB3GAP1,P46060,,
RAB4A,Q13905,,
RAB5B,Q92565,,
RAC1,Q13702,,
RAD1,P10826,,
RAG1,Q99969,,
RAI1,Q9Y272,,
RALY,O95267,,
RAMP2,Q96PK6,,
RANGAP1,Q9Y4C8,,
RAPGEF1,Q8IUH3,,
RAPGEF5,P78332,,
RAPSN,P29558,,
RARB,P10745,,
RARRES2,P02753,,
RASD1,Q06330,,
RASGRP1,Q9UBG7,,
RBM14,P53805,,
RBM19,Q8NDN9,,
RBM45,Q14257,,
RBM6,Q96NR8,,
RBMS1,Q96HR9,,
RBP3,P05451,,
RBP4,P48304,,
RBPJ,Q06141,,
RBPJL,Q04864,,
RCAN1,P78509,,
RCBTB1,O75628,,
RCN2,P00797,,
RDH12,Q693B1,,
REEP6,P51606,,
REG1A,O60673,,
REG1B,P35251,,
REG3A,P35250,,
REL,Q6ZTI6,,
RELN,Q8HWS3,,
REM1,Q2KHR2,,
REN,Q9H4X1,,
KCTD11,P47804,,
RENBP,Q8IZJ4,,
REV3L,O14921,,
RFC1,Q9NS28,,
RFC2,P49802,,
RFLNA,P08100,,
RFX6,P61586,,
RFX7,O94844,,
RGCC,O00212,,
RGR,Q8IXI2,,
RGL4,O43353,,
RGS13,Q99578,,
RGS18,P12271,,
RGS7,Q96DM3,,
RHO,Q6P5S7,,
RHOA,P61587,,
RHOBTB1,Q8N5U6,,
RHOD,Q9NV58,,
RHOT1,O60930,,
RIPK2,P13489,,
RIT2,Q5VYX0,,
RLBP1,Q96LT9,,
RMC1,Q8WZ75,,
RNASEK,Q13464,,
RND3,Q03395,,
RNF10,P60602,,
RNF19A,Q92753,,
RNASEH1,P51449,,
RNH1,P08922,,
RNLS,P49842,,
RNPC3,P56715,,
ROBO4,Q15555,,
ROCK1,O75695,,
ROM1,Q8TA86,,
ROMO1,Q96AT9,,
RORB,Q16518,,
RORC,Q92834,,
ROS1,Q68CZ1,,
STK19,P50914,,
RP1,P47914,,
MAPRE2,P04844,,
RP2,P39019,,
RP9,Q15349,,
RPE,P51812,,
RPE65,P23443,,
RPGR,P55042,,
RPGRIP1L,P10301,,
RPL14,Q92766,,
RPL29,Q16799,,
RPN2,Q86UN2,,
RPS19,Q01196,,
RPS6KA2,Q13950,,
RPS6KA3,Q13761,,
RPS6KB1,P19793,,
RRAD,P48443,,
RRAS,P80511,,
RREB1,P26447,,
RTN1,P05109,,
RTN4RL1,P06702,,
RUNX1,P04271,,
RUNX2,P0DJI8,,
RUNX3,P0DJI9,,
RXRA,Q9NTJ5,,
RXRG,P10523,,
S100A12,Q9UBF6,,
S100A4,Q9NXZ1,,
S100A8,Q8N8I0,,
S100A9,Q9Y512,,
S100B,Q9UL12,,
SAA1,Q15020,,
SAA2,P21673,,
SACM1L,Q9H2B4,,
SAG,A3KN83,,
RNF7,Q9Y2G9,,
SAGE1,Q9BY12,,
SAMD12,Q8WTV0,,
SAMM50,O00767,,
SARDH,Q86SK9,,
SART3,P11684,,
SAT1,O76038,,
SLC26A1,Q96I15,,
SBNO1,Q07699,,
SBNO2,Q99250,,
SCAPER,Q01118,,
SCARB1,Q9UQD0,,
SCD,O75880,,
SCD5,O43819,,
SCGB1A1,P18827,,
SCGN,P34741,,
SCLY,Q9HCN8,,
SCN1B,P31040,,
SCN2A,Q5VUM1,,
SCN7A,O76054,,
SCN8A,P16581,,
SCO1,Q13228,,
SCO2,P49908,,
SDC1,Q9BQE4,,
SDC2,P14151,,
SDF2L1,P16109,,
SDHA,Q14242,,
SDHAF4,Q14563,,
SEC14L2,Q9H3S1,,
SELE,Q9H2E6,,
SELENBP1,Q9HC62,,
SELENOP,Q8WYJ6,,
SELENOS,Q99719,,
SELL,Q9Y6X1,,
SELP,P01009,,
SELPLG,Q8IW75,,
SEMA3A,P01011,,
SEMA4A,P05154,,
SEMA6A,P05120,,
SENP2,P35237,,
SEPTIN1,P01008,,
SEPTIN5,P05121,,
SERP1,P07093,,
SERPINA1,P36955,,
SERPINA12,P08697,,
SERPINA3,P05155,,
SERPINA5,Q9Y6P5,,
SERPINB2,P58004,,
SERPINB6,P58005,,
SERPINC1,Q8WTS6,,
SERPINE1,Q96T68,,
SERPINE2,Q15637,,
SERPINF1,A8K8P3,,
SERPINF2,P31947,,
SERPING1,Q9Y3B8,,
SESN1,Q5T4F7,,
SESN2,P35247,,
SESN3,Q9H9B4,,
SETD7,Q92629,,
SETDB2,Q13326,,
SF1,O00141,,
SFI1,Q86VZ5,,
SFN,Q8NHU3,,
REXO2,O43147,,
SFRP5,Q96HU1,,
SFTPD,Q9NRF2,,
SFXN1,Q9UQQ2,,
SGCD,O60880,,
SGCG,P29353,,
SGK1,Q92529,,
SGMS1,P14410,,
SGMS2,Q9BZZ2,,
SGSM2,O15389,,
SGSM3,Q9Y286,,
SH2B1,Q99720,,
SH2B3,P57059,,
SH2D1A,Q9H0K1,,
SHC1,Q9NP50,,
SHC3,Q8IXJ6,,
SI,Q9NTG7,,
SIGLEC1,Q9Y6E7,,
SIGLEC5,Q9NXA8,,
SIGLEC7,Q8N6T7,,
SIGMAR1,Q9NP91,,
SIK1,Q9Y3P8,,
SIK2,O95343,,
SINHCAF,Q96BD8,,
SIRT2,P12757,,
SIRT3,Q13309,,
SIRT4,Q13291,,
SIRT5,Q14493,,
SIRT6,Q12908,,
SLC6A20,P49281,,
SIT1,P55017,,
SIX3,Q9BXP2,,
SKA1,Q15849,,
SKIL,P53985,,
SKP2,Q8NCK7,,
SLAMF1,Q7RTY0,,
SLBP,O60669,,
SLC10A2,O00476,,
SLC11A2,Q9NRA2,,
SLC12A3,Q9BYT1,,
SLC12A9,Q05940,,
SLC14A2,O60779,,
SLC16A1,Q15758,,
SLC16A11,O00341,,
SLC16A13,O15245,,
SLC16A7,Q96S37,,
SLC17A3,Q86VW1,,
SLC17A5,O15244,,
SLC17A9,Q9HC21,,
SLC18A2,O43772,,
SLC19A2,Q00325,,
SLC1A5,Q7LBE3,,
SLC1A7,Q6PCB7,,
SLC22A1,Q6P1M0,,
SLC22A12,Q9Y2P4,,
SLC22A16,Q7RTT9,,
SLC22A2,O95528,,
SLC25A19,Q9BYW1,,
SLC25A20,Q8TD20,,
SLC25A3,P11169,,
SLC26A9,P22732,,
SLC27A1,Q9NY64,,
SLC27A4,Q9NRM0,,
SLC27A6,Q9Y6M5,,
SLC29A4,Q6XR72,,
SLC2A10,Q8TAD4,,
SLC2A11,Q6NXT4,,
SLC2A12,Q8NEW0,,
SLC2A3,O00400,,
SLC2A5,P78382,,
SLC2A8,Q9H1N7,,
SLC2A9,Q2M3R5,,
SLC30A1,Q96QD8,,
SLC30A10,Q9NY26,,
SLC30A5,Q9ULF5,,
SLC30A6,Q504Y0,,
SLC30A7,Q9BRY0,,
SLC33A1,Q13433,,
SLC35A1,Q92504,,
SLC35B3,Q9NP59,,
SLC35G1,Q8IVJ1,,
SLC38A2,Q96JW4,,
SLC39A1,Q96NT5,,
SLC39A10,Q96FL8,,
SLC39A12,Q9BRV3,,
SLC39A3,Q9NWF4,,
SLC39A6,Q9HAB3,,
SLC39A7,P13866,,
SLC40A1,P31639,,
SLC41A1,Q92911,,
SLC41A2,P23975,,
SLC46A1,P31645,,
SLC47A1,P48029,,
SLC50A1,Q8TBB6,,
SLC52A1,P32418,,
SLC52A2,P19634,,
SLC5A1,P48764,,
SLC5A2,Q86UD5,,
SLC5A5,Q4G0N8,,
SLC6A2,P46721,,
SLC6A4,Q9Y6L6,,
SLC6A8,Q9NPD5,,
SLC7A14,O94956,,
SLC8A1,Q6ZQN7,,
SLC9A1,Q86UG4,,
SLC9A3,Q14BN4,,
SLC9B2,P03973,,
SLC9C1,Q15797,,
SLCO1A2,Q15796,,
SLCO1B1,P84022,,
SLCO1B3,Q13485,,
SLCO2B1,O15105,,
SLCO4C1,Q9H4L7,,
SLCO6A1,P49901,,
SLMAP,P17405,,
SLPI,Q53HV7,,
SMAD1,O00161,,
SMAD2,P37840,,
SMAD3,Q7KZF4,,
SMAD4,O75643,,
SMAD7,P08621,,
SMARCAD1,Q9UNH6,,
SMCP,O15524,,
SMPD1,O14508,,
SMUG1,O14543,,
SNAP23,P08294,,
SNCA,Q9BX66,,
SND1,Q8WY21,,
SNRNP200,Q00796,,
SNRNP70,Q92673,,
SNX7,Q99523,,
SOCS1,Q9BQB4,,
SOCS2,Q9UN79,,
SOCS3,P48431,,
SOD3,Q06945,,
SORBS1,P35711,,
SORCS1,P35712,,
SORD,P09486,,
SORL1,Q9P0W8,,
SORT1,Q6UW49,,
SOST,Q9UQ90,,
SOX13,Q9NYA1,,
SOX2,Q9NRA0,,
SOX4,Q2M3C7,,
SOX5,Q8N5J4,,
SOX6,P00995,,
SPARC,O60575,,
SPATA7,Q9HCB6,,
SPESP1,Q9BUD6,,
SPG7,P10451,,
SPHK1,Q9BX95,,
SPHK2,Q8TCT6,,
SPHKAP,P35326,,
SPIC,O43597,,
SPINK1,Q9H254,,
SPINK4,O15269,,
SPON1,Q9BT56,,
SPON2,Q9BXG8,,
SPP1,Q13501,,
SGPP1,Q8N5C6,,
SPPL3,P12931,,
SPRR2A,P18405,,
SPRY2,P31213,,
SPTBN4,P36956,,
SPTLC1,Q12772,,
SPX,P10124,,
SPZ1,P30626,,
SQSTM1,Q86TD4,,
SRBD1,Q9GZT4,,
SRC,Q13243,,
SRD5A1,P43307,,
SRD5A2,P61278,,
SREBF1,P30874,,
SREBF2,P31391,,
SRGN,P35346,,
SRI,P50502,,
SRL,Q11203,,
SRR,Q11206,,
SRSF5,Q8NDV1,,
SSR1,Q92187,,
SST,O75886,,
SSTR2,Q9UGK3,,
SSTR4,P25092,,
SSTR5,P49675,,
ST13,Q9Y365,,
ST3GAL3,P40763,,
ST3GAL4,Q14765,,
ST6GALNAC3,P42229,,
ST8SIA4,P51692,,
STAM2,P52823,,
STAP2,Q687X5,,
GUCY2C,Q13586,,
STAR,Q15831,,
STARD10,Q15208,,
STAT3,P16949,,
STAT4,Q9H668,,
STAT5A,Q9Y6Q2,,
STAT5B,Q9BX79,,
STC1,P08842,,
STEAP4,Q9UNE7,,
STIM1,Q16623,,
STK11,Q12846,,
STK38,Q13190,,
STMN1,Q9UNK0,,
STN1,O00186,,
STON1,Q9Y2K9,,
STRA6,Q9P2R7,,
STS,Q9BXA5,,
STUB1,Q8IWZ8,,
STX1A,Q8IWU5,,
STX4,P49888,,
STX5,Q6EEV6,,
STX8,P21579,,
STXBP3,Q9BT88,,
STXBP5L,Q9H2B2,,
SUCLA2,Q96RJ0,,
SUCNR1,P20366,,
SUGP1,Q9UHF0,,
SULF2,P29371,,
SULT1E1,Q96BN2,,
SUMO4,O75478,,
SYT1,P21675,,
SYT11,Q15572,,
SYT4,Q7Z5A7,,
TAAR1,P17542,,
TAC1,O15533,,
TAC3,Q8TE23,,
TACR3,Q7RTX0,,
TADA1,Q9NYV9,,
TADA2A,Q86TI0,,
TAF1,Q6ZT07,,
TAF1C,Q9UHD2,,
TAFA5,Q9Y4P3,,
TAL1,Q9UL17,,
TAPBP,Q9Y242,,
TAS1R2,P15884,,
TAS1R3,P36402,,
TAS2R13,Q5QJ38,,
TBC1D1,Q13488,,
TBC1D9,P17987,,
TBK1,Q02763,,
TBL2,Q6N022,,
TBX21,Q99973,,
TCF19,P54274,,
TCF4,Q15554,,
TCF7,Q9NYB0,,
TCHHL1,O14746,,
TCIRG1,Q6N021,,
TCP1,O43151,,
TEK,Q8IWB6,,
TENM4,P02787,,
TEP1,Q00059,,
TERF1,P05549,,
TERF2,Q92481,,
TERF2IP,Q8WVM0,,
TERT,P19484,,
TET2,P10646,,
TET3,P02786,,
TEX14,P01135,,
TF,P61812,,
TFAM,Q15582,,
TFAP2A,P37173,,
TFAP2B,Q03167,,
TFB1M,Q8WUH2,,
TFEB,P21980,,
TFPI,P07101,,
TFRC,P07204,,
TGFA,P07996,,
TGFB2,P35442,,
TGFBI,P35443,,
TGFBR2,Q5T1C6,,
TGFBR3,Q9Y2W1,,
TGFBRAP1,Q6ZMP0,,
TGM2,Q13009,,
TH,Q96H15,,
THBD,O43615,,
THBS1,O60220,,
THBS2,P16035,,
THBS4,P35625,,
THEM4,P58753,,
THRAP3,Q07157,,
THSD4,Q9UDY2,,
TIAM1,Q3LXA3,,
TIMD4,P29401,,
TIMM44,Q16832,,
TIMM8A,Q04724,,
TIMP2,Q04726,,
TIMP3,O43897,,
TIRAP,Q15399,,
TJP1,Q9BXR5,,
TJP2,O60603,,
TKFC,O15455,,
TKT,O00206,,
DDR2,O60602,,
TLE1,Q9NYK1,,
TLE3,Q9NR96,,
TLL1,Q9BZW4,,
TLR1,O76062,,
TLR10,Q9HC24,,
TLR2,P17152,,
TLR3,Q24JP5,,
TLR4,Q6P9G4,,
TLR5,Q8TC26,,
TLR7,O60235,,
TLR9,P98073,,
TM6SF2,Q8IU80,,
TM7SF2,P21580,,
TMBIM4,P98066,,
TMEM11,Q6P589,,
TMEM132A,Q9Y6Q6,,
TMEM154,O00300,,
TMEM163,Q9NP84,,
TMPRSS11D,Q92956,,
TMPRSS15,Q9Y5U5,,
TMPRSS6,Q93038,,
TNFAIP3,P43489,,
TNFAIP6,Q07011,,
TNFAIP8L2,P50591,,
TNFRSF11A,O14788,,
TNFRSF11B,O43508,,
TNFRSF12A,O43557,,
TNFRSF14,Q9H2K2,,
TNFRSF18,Q9H2S6,,
TNFRSF25,O96008,,
TNFRSF4,Q8N4H5,,
TNFRSF9,P11387,,
TNFSF10,P11388,,
TNFSF11,Q9NS56,,
TNFSF12,O94900,,
TNFSF14,P04637,,
TNKS2,Q96A56,,
TNMD,Q8NHX9,,
TOMM40,P55327,,
TOMM5,P09493,,
TOP1,P67936,,
TOP2A,P07202,,
TOPORS,P59282,,
TOX,Q5T0D9,,
TP53,Q13114,,
TP53INP1,Q9Y4K3,,
TPCN2,Q15629,,
TPD52,Q9Y6Q9,,
TPM1,A0A1B0GX51,,
TPM4,Q13061,,
TPO,O43280,,
TPPP2,Q9NZC2,,
TPRG1L,P20396,,
TRAF3,Q96RU7,,
TRAF6,O60858,,
TRAM1,Q96LD4,,
NCOA3,Q6ZMU5,,
TRBV7-8,Q9H2D6,,
TRDN,Q8TBZ6,,
TREH,O75762,,
TREM2,P48995,,
TRH,Q9Y210,,
TRIB3,Q7Z4N2,,
TRIM13,O94759,,
TRIM47,Q8TD43,,
TRIM72,Q9NZQ8,,
TRIOBP,Q9BX84,,
TRMT10A,Q96QT4,,
TRPA1,Q8NER1,,
TRPC1,Q5SRN2,,
TRPC6,Q15714,,
TRPM1,Q8NCE0,,
TRPM2,Q6ZSZ6,,
TRPM4,Q63HK5,,
TRPM5,O60637,,
TRPM6,Q12999,,
TRPM7,P19075,,
TRPV1,B1AH88,,
TSBP1,P30536,,
TSC22D1,Q16762,,
TSEN2,Q96AY4,,
TSHZ1,Q8N584,,
TSHZ3,Q8TAM2,,
TSPAN3,Q8N841,,
TSPAN31,A6PVC2,,
TSPAN8,P02766,,
TSPO,P50607,,
TSPO,P68371,,
TST,O00294,,
TTC28,P10599,,
TTC39C,Q99757,,
TTC8,Q9H3M7,,
TTLL6,Q9NX01,,
TTLL8,Q16881,,
TTR,Q9NNW7,,
TUB,Q86VQ6,,
TUBB4B,P29597,,
TULP1,P19971,,
TXN,O43914,,
TXN2,Q5T6F2,,
TXNIP,Q8TF42,,
TXNL4B,P63146,,
TXNRD1,Q9C0C9,,
TXNRD2,Q9H832,,
TXNRD3,Q15386,,
TYK2,Q9BZL1,,
TYMP,P09936,,
TYROBP,Q96RP3,,
UBAP2,Q969E3,,
UBASH3B,P25874,,
UBE2B,P55916,,
UBE2O,Q16739,,
UBE2Z,Q9NYU1,,
UBE3C,P22309,,
UBL5,Q9HAW8,,
UCHL1,P35503,,
UCN2,P22310,,
UCN3,P35504,,
UCP1,P19224,,
UCP3,Q9HAW7,,
UGCG,Q9HAW9,,
UGGT2,O60656,,
UGT1A1,P54855,,
UGT1A10,P07911,,
UGT1A3,O14795,,
UGT1A4,Q8IZJ1,,
UGT1A5,Q6UXZ4,,
UGT1A6,O00526,,
UGT1A7,O95045,,
UGT1A8,Q9NZ43,,
UGT1A9,P22415,,
UGT2B15,P54578,,
UMOD,Q9Y5T5,,
UNC13B,O75604,,
UNC5B,Q9Y6I4,,
UNC5D,Q9P275,,
UPK2,Q86T82,,
UPP2,P46939,,
USE1,O95399,,
USF1,Q9UKP6,,
USP14,Q2YD98,,
USP16,O75379,,
USP2,Q9BV40,,
USP3,Q7L8A9,,
USP36,P19320,,
USP37,P21796,,
UTRN,P11473,,
UTS2,P15692,,
UTS2R,P49765,,
UVSSA,P49767,,
VAMP4,P08670,,
VAMP8,P01282,,
VASH1,P32241,,
VCAM1,Q9BQB6,,
VDAC1,P98155,,
VDR,Q8TDU5,,
VEGFA,P12018,,
VEGFB,Q709C8,,
VEGFC,Q9H267,,
VIM,Q96QK1,,
VIP,Q9UID3,,
VIPR1,P62760,,
VKORC1,P04004,,
VLDLR,P04275,,
VN1R17P,Q9BTA9,,
VPREB1,P23381,,
VPS13C,Q9UGM6,,
VPS33B,Q9UPY6,,
VPS35,Q9NQA3,,
VPS51,A8K0Z3,,
VSNL1,Q9H1Z4,,
VTN,Q3MJ13,,
VWF,Q9H4A3,,
WAC,Q96J92,,
WARS1,P56704,,
WARS2,P41221,,
WASF3,Q9H1J7,,
WASH6P,Q14191,,
WASHC1,Q2TBF2,,
WDR13,Q15007,,
WDR72,Q9NZC7,,
WNK1,P17861,,
WNK4,P47992,,
WNT3A,P47989,,
WNT5A,Q9HAV4,,
WNT5B,Q9UBH6,,
WRN,P18887,,
WSCD2,Q13426,,
WTAP,Q86Y38,,
WWOX,Q9H1B5,,
XBP1,P67809,,
XCL1,O15498,,
XDH,Q9H6S0,,
XPO5,P61981,,
XPR1,P25490,,
XRCC1,Q401N2,,
XRCC4,O96006,,
XYLT1,Q96IU2,,
XYLT2,A1YPR0,,
YBX1,Q9NQZ6,,
YKT6,Q6FIF0,,
YTHDC2,P16415,,
YWHAG,P26651,,
YY1,Q49AA0,,
ZACN,Q8WW38,,
ZBED1,P0C6A0,,
ZBED3,Q8N5A5,,
ZBTB7C,Q9H4I2,,
ZC4H2,Q15915,,
ZFAND6,Q9ULJ6,,
ZNF823,O75844,,
ZFP36,Q9ULU4,,
ZFP69,Q8IZC7,,
ZFPM2,Q9UL36,,
ZGLP1,Q16600,,
ZGPAT,Q8IZ26,,
ZHX3,Q9H9D4,,
ZIC1,Q86VK4,,
ZMIZ1,Q96JG9,,
ZMPSTE24,Q8N8E2,,
ZMYND8,Q96BV0,,
ZNF101,O75312,,
ZNF236,Q5FWF4,,
ZNF239,P17040,,
ZNF34,Q96MP5,,
ZNF408,O43149,,
ZNF410,,,
ZNF469,,,
ZNF513,,,
ZNF775,,,
ZPR1,,,
ZRANB3,,,
ZSCAN20,,,
ZSWIM3,,,
ZZEF1,,,
